userName,score,thumbsUpCount,at
Talim,1,5,1/11/18 14:42
C Joy Carmelo,4,0,1/11/18 11:53
Nurul Absar,1,0,1/11/18 11:44
Andrew Dubongco,4,0,1/11/18 10:25
Alaire Dax,2,2,1/11/18 10:07
T-Ierney X,2,2,1/11/18 9:52
Nick Smith,1,4,1/11/18 9:36
Joseph Chan,1,2,1/11/18 8:57
Arlyn Malate,3,0,1/11/18 7:46
Nilam rani,4,0,1/11/18 7:43
Andrew Ogas,1,6,1/11/18 6:54
Marla Parba,1,0,1/11/18 5:49
Cody Richter,1,7,1/11/18 5:26
Brianna Collie,1,30,1/11/18 4:48
Aurea Nat,4,0,1/11/18 4:24
A Google user,3,3,1/11/18 4:12
David Garza,1,6,1/11/18 4:11
Anthony Dempsey-Kirkeberg,4,0,1/11/18 3:45
Connor Flanigan,5,0,1/11/18 3:10
savantladylilith,1,13,1/11/18 2:57
Jacob E. Brown,1,2,1/11/18 2:53
Centaura 4,2,1,1/11/18 2:25
Douglas Edwin Greene,5,0,1/11/18 2:25
Reid Zingel,1,4,1/11/18 2:09
Ar Razi Pinangyana,5,0,1/11/18 1:35
Mil Landelef,1,2,1/11/18 0:50
A Google user,1,11,1/11/18 0:36
Maxwell B,1,3,1/11/18 0:21
shumail ahmed,3,0,1/10/18 23:43
Lexy House,5,0,1/10/18 23:25
A Google user,1,3,1/10/18 23:07
DeJa Stone,4,0,1/10/18 23:04
Topakallus,1,0,1/10/18 22:53
Eran Aharon,1,6,1/10/18 21:47
Tom Pickles,3,5,1/10/18 21:40
Kalie Pindel,1,2,1/10/18 21:20
Marshall Scott,2,25,1/10/18 21:03
Keian Peña,1,0,1/10/18 20:22
Sara Jean,4,0,1/10/18 19:46
charmane Delisle,1,7,1/10/18 17:41
Shane Pinto,1,3,1/10/18 17:20
Daniel Chamorro,1,6,1/10/18 17:10
shane becker,1,2,1/10/18 16:58
Cory Sanderson,5,0,1/10/18 16:55
Ray,1,4,1/10/18 16:49
Penny HA,1,5,1/10/18 16:45
Jamal Peoples,1,5,1/10/18 15:59
c nair,1,3,1/10/18 15:58
mohsin sayyed,1,1,1/10/18 15:48
Dog,5,0,1/10/18 15:19
Alberto Leviste,1,3,1/10/18 15:09
Brian Lucas,5,0,1/10/18 14:58
Nicholas Goh,1,3,1/10/18 14:39
Mihret,4,0,1/10/18 13:46
Pritha Bhattacharya,2,5,1/10/18 11:18
Jenly Hope,1,19,1/10/18 11:17
Free Dom,2,5,1/10/18 9:30
Mikhail Abushinov,3,0,1/10/18 7:30
Silvia Flores,4,0,1/10/18 6:47
Calin Gruita,1,3,1/10/18 6:23
Matt Gibson,5,1,1/10/18 6:00
Not Sure,1,3,1/10/18 5:23
Matt J,1,11,1/10/18 5:23
Melissa m,4,0,1/10/18 5:07
Julianne Hannes,1,10,1/10/18 5:02
The Tick,4,0,1/10/18 3:52
Patrick W,4,0,1/10/18 3:09
A Google user,5,0,1/10/18 2:51
A Google user,4,1,1/10/18 2:29
Ann Allen,5,0,1/10/18 2:28
N A,1,13,1/10/18 2:04
A Google user,5,1,1/10/18 1:13
j ho,1,0,1/10/18 1:07
Sean Crow,5,0,1/9/18 23:23
A Google user,2,1,1/9/18 23:10
Otto Werse,1,13,1/9/18 22:57
Tina Rolfsdotter,1,27,1/9/18 22:50
Christopher Dobson,1,2,1/9/18 22:32
A Google user,1,0,1/9/18 22:22
Pati Burn,1,4,1/9/18 21:46
Laura Loi,1,2,1/9/18 21:19
Marc Kuniansky,1,75,1/9/18 20:52
Troy B,1,1,1/9/18 20:32
A Google user,1,2,1/9/18 20:27
A Google user,4,0,1/9/18 20:19
Brenda Tenery,1,38,1/9/18 19:56
Jacey Campbell,5,0,1/9/18 19:23
Mike K,4,0,1/9/18 19:19
Matthew Naujunas,4,0,1/9/18 18:48
mayra noriega,2,2,1/9/18 18:30
Raymond Butler III,5,0,1/9/18 18:13
Richard Hennings,1,38,1/9/18 18:05
Travis Gann,1,3,1/9/18 17:43
d sarg,3,1,1/9/18 17:30
Eric McGrath,1,3,1/9/18 16:48
Jon Thornton,1,87,1/9/18 16:19
Calofir Emil,1,2,1/9/18 15:01
A Google user,1,3,1/9/18 14:38
Miss J,1,25,1/9/18 13:39
Carla Ashley,2,2,1/9/18 13:02
DAVE HARDISTER,3,3,1/9/18 12:09
Mikael Adams,1,22,1/9/18 12:06
Roma das,1,2,1/9/18 10:51
Marcellus Benet Powell,5,0,1/9/18 10:10
Dioney Curiel,1,0,1/9/18 9:56
Mary Martin,5,0,1/9/18 9:54
Christopher C.W. Higbee,4,0,1/9/18 8:47
shivanshu mounas,1,0,1/9/18 8:04
A Google user,1,2,1/9/18 7:33
Marisa Lopez,5,1,1/9/18 7:16
Jeff Sieczkarski,1,4,1/9/18 7:04
Jason Hansen,1,3,1/9/18 7:02
Andrew Carroll,5,1,1/9/18 6:49
A Google user,1,3,1/9/18 6:45
John H,2,14,1/9/18 6:26
Royella Baba,5,0,1/9/18 5:35
A Google user,1,2,1/9/18 5:12
Matt Bender,5,1,1/9/18 4:54
Danielle D,1,25,1/9/18 3:53
pedro meza,1,17,1/9/18 3:44
Ashish Juyal,2,8,1/9/18 3:27
Prashant Tyagi,1,3,1/9/18 3:08
Sarah Brockman,5,0,1/9/18 2:15
A Google user,1,12,1/9/18 1:59
Paul Hill,5,8,1/9/18 1:49
Kenny Kidd,5,1,1/9/18 1:34
Stephen Morrison,4,0,1/9/18 1:27
Stephanie Garcia,1,4,1/9/18 1:12
Freda Koh,1,17,1/9/18 1:02
Carmen S.,1,6,1/9/18 0:57
Lunar,3,0,1/9/18 0:37
Ana Sinaga,1,32,1/9/18 0:26
Ms. Joy,1,4,1/9/18 0:03
A Google user,1,7,1/8/18 23:11
A Google user,5,0,1/8/18 23:08
Matteo Susino,3,0,1/8/18 18:09
A Google user,1,5,1/8/18 17:41
Kaila Martinez,1,4,1/8/18 17:04
Miriam Scott,1,0,1/8/18 14:31
Farshad,1,12,1/8/18 13:51
B H,4,0,1/8/18 13:42
Gil Scott Chapman,4,0,1/8/18 13:34
Krishee G.,3,0,1/8/18 13:33
Pradeen Kumar,5,0,1/8/18 12:44
Levent Dal,1,5,1/8/18 12:26
Max D,2,2,1/8/18 11:46
susanne sauer,1,2,1/8/18 10:50
Alvin Libutan,5,0,1/8/18 9:00
James Watson,2,1,1/8/18 7:23
Adam Scully,5,0,1/8/18 7:19
Matthew,5,1,1/8/18 7:03
Zane Boyd,5,0,1/8/18 5:18
Michael Haring,2,2,1/8/18 5:06
Kelli Campbell,5,0,1/8/18 4:16
Nathan Torrez,4,0,1/8/18 4:08
Ida Soguilon,5,0,1/8/18 3:22
A Google user,2,0,1/8/18 1:42
Chris Shipley,4,0,1/8/18 1:35
Andrew Jack,5,1,1/8/18 1:14
noah ashby,1,2,1/7/18 23:56
Ja Maestro,3,3,1/7/18 21:37
A Google user,3,0,1/7/18 21:25
Christina Copeland,5,1,1/7/18 21:10
tim eastwood,1,1,1/7/18 20:24
Curtis K,1,1,1/7/18 19:00
david volkland,5,0,1/7/18 18:57
A Google user,3,2,1/7/18 16:52
mark namanya,4,0,1/7/18 15:29
MC XCANDU,5,0,1/7/18 15:26
Cherie Ame,1,3,1/7/18 14:28
Hiphius III,5,0,1/7/18 14:13
Heather Glenn,1,0,1/7/18 12:05
Zakary Reyes,5,0,1/7/18 10:11
Stu Pidasso,1,1,1/7/18 9:11
Sean McGee,1,61,1/7/18 8:14
Katina Vasquez,4,0,1/7/18 7:40
Torie Dominguez,5,0,1/7/18 7:34
Jessica Alexandra,5,0,1/7/18 7:15
A Google user,5,0,1/7/18 7:05
A Google user,5,0,1/7/18 5:55
JA NINE,2,1,1/7/18 5:50
Ahmed Ewing,1,3,1/7/18 5:49
david The gamer,5,1,1/7/18 5:03
A Google user,5,0,1/7/18 4:28
Robert Bailey,4,0,1/7/18 3:59
Dale Engle,1,3,1/7/18 2:01
Damond Sladen,3,0,1/7/18 1:45
Craig Dewick,1,0,1/7/18 1:12
Apostle Eddie Omon,1,2,1/7/18 0:55
A Google user,4,0,1/6/18 23:59
Greg Filpus,1,2,1/6/18 23:43
Joanne Sabestian,1,0,1/6/18 23:37
Albert,1,3,1/6/18 22:30
Kiara Harmon,5,0,1/6/18 22:27
Family Music lol,1,1,1/6/18 22:16
Mason M,5,0,1/6/18 22:10
M S,1,1,1/6/18 21:32
mey hey,1,0,1/6/18 21:24
Esther Marlow,5,0,1/6/18 19:55
Naveen Kadam,1,1,1/6/18 19:53
Poison Lake,1,61,1/6/18 18:51
Neil MacPherson,5,1,1/6/18 18:09
AKBAR Zyndrome Amnezia,1,1,1/6/18 18:07
Jan,1,5,1/6/18 17:10
Katie Routh,1,2,1/6/18 15:47
Sartaj Farooq,1,1,1/6/18 15:30
Josh Bisinger,4,0,1/6/18 15:22
Ian Luciano,5,0,1/6/18 13:41
Pavel Vopálka,5,0,1/6/18 11:38
Krista Singh,4,0,1/6/18 9:33
Kent Wicklander,1,5,1/6/18 9:26
A Google user,4,5,1/6/18 8:46
A Google user,5,0,1/6/18 7:17
Bhagawant Pawaskar,2,8,1/6/18 7:03
Stephanie Forsythe,5,2,1/6/18 4:50
C A,1,7,1/6/18 4:41
A Google user,5,0,1/6/18 4:31
Ayuni,5,0,1/6/18 3:13
K B,1,5,1/6/18 2:47
A Google user,5,0,1/6/18 2:28
Angie Loftin,5,0,1/6/18 1:46
Shayne Plourde,1,4,1/6/18 0:17
Sara Ellioth,5,0,1/5/18 23:55
Christine Hottinger,1,5,1/5/18 23:53
Tyler Compelube,1,16,1/5/18 23:13
mackenzie miller,4,0,1/5/18 23:10
s soldner,1,6,1/5/18 22:52
Greg L,2,4,1/5/18 22:17
Geoff Baysinger,1,5,1/5/18 21:06
ninadetusojos 23,4,0,1/5/18 20:35
Super Quasar197,4,0,1/5/18 20:31
Casey Keen,1,5,1/5/18 20:27
Alex Wolfe,1,5,1/5/18 20:07
Joseph Stark,1,5,1/5/18 20:06
Brandon Starks,4,0,1/5/18 18:45
Philip Deibert,5,0,1/5/18 18:28
Adam Emerson,4,0,1/5/18 17:54
Angel Gunnels,4,0,1/5/18 17:42
jacob esparza,4,0,1/5/18 17:40
Silv,1,2,1/5/18 17:00
Warren Hughes,1,3,1/5/18 16:59
Karolis Pokvytis,1,4,1/5/18 12:26
Paul S,2,5,1/5/18 11:41
Callum Lawrence,1,5,1/5/18 11:26
Benjamin,5,0,1/5/18 11:16
Rex Honeycut,1,3,1/5/18 11:05
Marat V,1,4,1/5/18 10:58
Aleksei T,1,5,1/5/18 10:06
A Google user,1,26,1/5/18 9:33
Dale Constance,5,0,1/5/18 9:19
A Google user,1,5,1/5/18 8:54
Shane Benedict,1,4,1/5/18 8:33
Casey Fiscus,5,0,1/5/18 7:14
A Google user,1,1,1/5/18 6:17
Jasmine Moore,1,6,1/5/18 6:10
Jessica Drysdale,1,7,1/5/18 5:43
A Google user,4,0,1/5/18 5:17
Tamisha Edwards,1,5,1/5/18 4:25
Ciarán Pierce,1,7,1/5/18 3:34
A Google user,3,0,1/5/18 3:29
Robert Dempsey Jr.,1,2,1/5/18 2:35
A Google user,2,6,1/5/18 2:25
Angelo Papastamos,5,0,1/5/18 1:59
Anne Altringham,2,7,1/5/18 0:06
Joey Graham,1,2,1/4/18 23:49
Ross Machan,1,3,1/4/18 23:42
Anne K,4,0,1/4/18 23:25
Samiha Hossain,1,6,1/4/18 23:24
Rich Gray,4,0,1/4/18 23:00
Mausam Kumravat,1,3,1/4/18 19:40
Roxhens Bici,5,0,1/4/18 19:37
Marie,5,0,1/4/18 19:15
Kimberly Ramirez,5,0,1/4/18 16:37
A Google user,5,0,1/4/18 16:08
enjie pedia,5,0,1/4/18 16:05
Laureate Aliu,5,0,1/4/18 15:52
Archana Kulkarni,1,0,1/4/18 15:51
JamesTheWriggs,2,0,1/4/18 15:31
Branny Branbran,1,8,1/4/18 14:28
Checka Bacaltos,4,0,1/4/18 14:26
A Google user,5,0,1/4/18 13:17
Lynn S,2,2,1/4/18 12:48
A Google user,1,1,1/4/18 11:58
ImOreoSundae,3,0,1/4/18 10:54
A Google user,1,4,1/4/18 9:10
Keat's Guides,1,2,1/4/18 8:31
Brayden Zertuche,4,0,1/4/18 7:23
A Google user,5,0,1/4/18 6:58
Fi Le,1,3,1/4/18 5:40
Redzuan Romli,5,0,1/4/18 5:20
Unlearned Teacher,3,1,1/4/18 5:13
dub paetz,1,2,1/4/18 5:02
Alec Arellano,3,1,1/4/18 5:00
Chidiebere Moses Ogbodo,5,0,1/4/18 4:13
jason Swenson,5,0,1/4/18 4:11
Chau Huynh,5,0,1/4/18 3:36
JAMES BROWN,4,0,1/4/18 3:36
altaf hussain,5,0,1/4/18 2:27
Michael Jones,4,0,1/4/18 1:18
Dee Elle,5,0,1/4/18 0:22
A Google user,1,3,1/3/18 23:27
A Google user,4,0,1/3/18 23:02
Frank Neubecker,2,3,1/3/18 22:32
Mateusz Falinski,1,2,1/3/18 22:17
brad1168,1,3,1/3/18 22:02
Shayna Wooldridge,5,0,1/3/18 21:08
Robert Turner,1,3,1/3/18 20:32
Ghufran Abbad,5,0,1/3/18 19:03
Daniel Kahn,1,7,1/3/18 19:00
A Google user,1,2,1/3/18 18:44
A Google user,5,0,1/3/18 17:36
Samantha Lightfoot,5,1,1/3/18 17:00
A Google user,5,0,1/3/18 16:29
Mr. Phillip,1,1,1/3/18 16:11
Ino,1,3,1/3/18 15:41
Asaf Levy,5,0,1/3/18 15:09
Jeremy Adam Vien,3,0,1/3/18 14:35
dedy,4,0,1/3/18 14:18
Jocelyn Yevak,4,0,1/3/18 13:41
DeAndre Raby,4,0,1/3/18 13:29
Rechelle Sinclair,4,0,1/3/18 10:56
Ilham Hadisa,5,0,1/3/18 10:39
Mary Angela,1,3,1/3/18 10:07
Vijay Singh,5,0,1/3/18 9:08
Juan Llacer,4,0,1/3/18 6:58
Spencer Christensen,1,1,1/3/18 6:41
Hip's Reviews,4,0,1/3/18 6:32
Steven Wickett,1,0,1/3/18 6:11
Lisette McCown,4,0,1/3/18 6:03
Jason Minnich,1,3,1/3/18 5:32
R G,1,2,1/3/18 5:31
Jackson Hobbs,1,1,1/3/18 4:55
A Google user,1,6,1/3/18 3:08
Lynne Johnson,5,0,1/3/18 2:56
Steve Carrion,4,0,1/3/18 2:38
Sean Parrish,5,0,1/3/18 2:18
Ariana Simone,4,0,1/3/18 1:59
Paul Baxter,1,26,1/3/18 1:29
Matt Makitra,1,4,1/3/18 0:48
DV R.T.A,5,0,1/2/18 23:19
Edward Rothman,4,0,1/2/18 21:52
A Google user,2,2,1/2/18 21:05
George Varner,5,0,1/2/18 20:17
James Bowen,5,0,1/2/18 20:00
koussay azri,4,0,1/2/18 19:58
A Google user,5,0,1/2/18 19:40
Vicki Jez,1,3,1/2/18 18:24
Kate Knapp,2,2,1/2/18 17:30
Chelsea Ng,1,2,1/2/18 13:45
A Google user,5,0,1/2/18 13:15
G,5,0,1/2/18 12:27
Erwin Wicaksono,5,0,1/2/18 10:29
A Google user,5,0,1/2/18 10:21
gayle e,2,3,1/2/18 6:24
collwatt,1,7,1/2/18 5:56
Farruk Highlander,5,0,1/2/18 3:03
A Google user,1,2,1/2/18 2:11
Jeremiah Wall,4,0,1/2/18 1:53
A Google user,3,0,1/2/18 1:50
Ronnie Joseph,3,0,1/2/18 0:40
fifth night 5Warriors of the night,1,1,1/2/18 0:05
A Google user,4,0,1/1/18 23:37
Steven Gerogianis,3,0,1/1/18 23:36
Sierrah Curtis,5,0,1/1/18 23:21
Kyle Kiera Hart,1,3,1/1/18 23:21
A Google user,3,0,1/1/18 22:43
Julie Brandt,1,3,1/1/18 19:56
316,1,2,1/1/18 19:20
Susan Entwisle,5,0,1/1/18 18:27
Shantell Boudreau,2,2,1/1/18 17:52
A Google user,4,0,1/1/18 17:44
James Jordan,1,8,1/1/18 16:38
Greg Toomey,1,3,1/1/18 16:17
Reed,3,52,1/1/18 16:10
Harris Hill,5,0,1/1/18 16:04
Suresh Natarajan,2,6,1/1/18 14:12
A Google user,4,0,1/1/18 13:24
Chante Jonker,4,0,1/1/18 13:22
FJK,1,0,1/1/18 9:25
alboss5,1,2,1/1/18 8:56
Just Me,4,0,1/1/18 7:55
Gabriel Sechan,1,4,1/1/18 6:05
Jes Reb,1,0,1/1/18 4:58
FLIP PEREZ,5,0,1/1/18 4:55
Willow Lee,1,6,1/1/18 4:09
Andrew Ulrich,1,3,1/1/18 4:08
A Google user,1,2,1/1/18 3:58
Jennifer Torres,5,0,1/1/18 3:20
ajayi sinmiloluwa,3,0,1/1/18 1:45
Dr. Merkenstein,1,1,12/31/17 23:24
D. Bautista,5,0,12/31/17 22:55
ditch t. Hand,3,0,12/31/17 21:55
Sara Clark,1,0,12/31/17 21:51
Cameryn Washington,5,0,12/31/17 21:02
Christopher Hallick,4,0,12/31/17 20:33
Thomas Nytes,4,0,12/31/17 20:27
Aaron Conover,4,0,12/31/17 19:10
A Google user,1,1,12/31/17 18:52
Atum Ra,1,2,12/31/17 18:50
A Google user,1,1,12/31/17 18:36
Kelly B,2,2,12/31/17 16:57
Mike Shadick,1,23,12/31/17 16:46
Izzy,1,2,12/31/17 15:25
James,1,4,12/31/17 15:20
S D,5,0,12/31/17 15:19
A Google user,1,4,12/31/17 13:46
Enyinna Nnaji,5,0,12/31/17 13:04
Adeline S,1,3,12/31/17 12:10
Leong SK,1,1,12/31/17 11:11
jeet shah,1,0,12/31/17 10:20
Mario Castaneda,5,0,12/31/17 9:41
Mildred Harris,5,0,12/31/17 8:08
Megan,1,1,12/31/17 6:54
Steven Greene,4,0,12/31/17 6:26
Robert Burns,1,1,12/31/17 6:22
Nichole Love,1,1,12/31/17 4:42
L Mo,4,0,12/31/17 3:23
Ezra B,1,2,12/31/17 3:16
shanoy hutchinson,1,3,12/31/17 1:05
AllenVoltage,1,2,12/31/17 0:52
Zack Zaorski,1,2,12/30/17 23:18
Robert B Buchanan,1,3,12/30/17 23:08
Mark Baker,5,0,12/30/17 23:01
A Google user,1,3,12/30/17 22:44
Sonja Seren Calhoun,5,0,12/30/17 21:49
Ryan Guzman,1,4,12/30/17 20:04
Anthony Koeninger,1,2,12/30/17 18:37
Shane P,1,1,12/30/17 18:25
Juraj Simic,1,4,12/30/17 18:18
A Google user,3,2,12/30/17 17:56
Bill s,4,0,12/30/17 17:52
LAGNIAPPE EDGERSON,5,0,12/30/17 17:52
Bratty Me,2,4,12/30/17 15:17
A Google user,5,0,12/30/17 14:24
Eppie Sin,3,2,12/30/17 13:56
Chris Hall,5,1,12/30/17 12:59
Derek Palmeri,1,3,12/30/17 12:20
A Google user,1,1,12/30/17 11:05
Casey McCreary,1,24,12/30/17 9:46
Stephanie Kelly,5,0,12/30/17 8:06
K3n Hell no way,3,0,12/30/17 6:32
Jolene,1,1,12/30/17 6:32
jj,5,0,12/30/17 5:44
Colin Campbell,4,2,12/30/17 4:53
Roddy Whittemore,1,1,12/30/17 4:10
A Google user,5,4,12/30/17 3:05
lathered up,1,2,12/30/17 3:00
Chris Banz,5,2,12/30/17 2:12
Denis Brinzarei,5,0,12/30/17 2:06
Alex Steinberg,1,2,12/30/17 2:04
Natalija Moss,1,3,12/30/17 0:21
Qlasy Fashions,1,0,12/29/17 23:52
trader x art 9,2,5,12/29/17 22:07
Joshua Parker,1,1,12/29/17 21:41
A Google user,2,2,12/29/17 21:23
mike peel,5,0,12/29/17 20:42
A Google user,1,2,12/29/17 20:10
Eun Jin Yoon,2,1,12/29/17 19:18
Camilo Otalora,5,0,12/29/17 19:10
Sam Hyman,1,1,12/29/17 18:23
Debra Finch,5,0,12/29/17 17:59
Adri,1,1,12/29/17 17:42
Ashley Fauntleroy,5,0,12/29/17 16:27
Amanda Casady,5,0,12/29/17 15:43
Mike Romero,1,6,12/29/17 15:21
Queen,1,2,12/29/17 13:44
Sourav Raorane,1,0,12/29/17 11:40
stephen murray,4,0,12/29/17 9:54
Jasmine Fleck,4,0,12/29/17 9:11
adam chillura,5,0,12/29/17 7:28
Judy Pham,4,0,12/29/17 5:01
Tajudeen Tunde,5,0,12/29/17 4:49
Johnai Williams,5,0,12/29/17 4:27
Marlon Rodriques,4,0,12/29/17 4:16
Richard Clark-Bergman,4,0,12/29/17 3:51
A Google user,1,11,12/29/17 2:52
Megan Fecher,5,1,12/29/17 2:48
Sam Nic,5,0,12/29/17 2:36
Michael Rousseau,1,0,12/29/17 1:57
Shannon Dalton,1,5,12/29/17 1:40
Brooklyn hill,5,1,12/29/17 0:52
Karen Fox,1,0,12/29/17 0:47
Lee,4,0,12/29/17 0:27
Aaron,1,2,12/29/17 0:13
Andy Schrader,1,0,12/29/17 0:03
PHILLIP DAUGHTRY,5,0,12/28/17 23:33
Travis Duncan,4,0,12/28/17 22:07
Cosmic Kitty,4,0,12/28/17 21:52
thoeun leap,1,0,12/28/17 21:13
Tara Smith,1,10,12/28/17 20:46
John Cassaro,4,0,12/28/17 19:58
Florida Romero,1,0,12/28/17 19:38
mrjrohleder,1,0,12/28/17 19:32
Shannon Lachner,1,2,12/28/17 19:26
Alyssa Jones,4,1,12/28/17 19:11
Cityboyfication,5,25,12/28/17 18:21
Jason Dillard,5,0,12/28/17 18:06
Orin Fletcher,4,0,12/28/17 17:36
Doc Ock,1,6,12/28/17 16:08
Opn MindTexas,1,1,12/28/17 15:34
Sabrena Lambert,4,0,12/28/17 14:19
Sam Curtis,2,1,12/28/17 12:47
Samuel Laboy,5,0,12/28/17 12:30
A Google user,1,3,12/28/17 12:03
Janice Ramos,1,3,12/28/17 10:42
A Google user,5,0,12/28/17 10:32
DarkwerefoxRed,5,0,12/28/17 10:25
Bunty Khandelwal,5,0,12/28/17 8:07
Alex Mayfeild,4,0,12/28/17 8:02
Andre Dziurman,5,0,12/28/17 7:37
Joseph Eggemeyer,2,6,12/28/17 6:41
Akinbinuade Emmanuel,5,0,12/28/17 5:37
Brian Laundis,1,3,12/28/17 5:25
HFLDev,1,3,12/28/17 4:53
A Google user,5,0,12/28/17 4:35
CoDREJECt444,1,5,12/28/17 4:12
Christopher Curran,1,5,12/28/17 2:37
Cody K,1,1,12/28/17 2:10
A Google user,2,40,12/28/17 1:16
Jeffery Phillips,5,0,12/28/17 0:02
Yoshabel Moreno Quezada,5,0,12/27/17 23:44
Roy Bravo Dot,1,0,12/27/17 22:23
A Google user,1,7,12/27/17 20:32
Roberto Estivill,1,3,12/27/17 19:45
jennifer caballero,5,0,12/27/17 17:19
BORДT Sagidiyev,1,14,12/27/17 16:46
tuyền trịnh,5,7,12/27/17 16:26
Shannon Smith,1,2,12/27/17 15:47
A Google user,2,0,12/27/17 15:17
Billy Bob,1,3,12/27/17 14:22
Imani Jade,5,0,12/27/17 13:57
Rovi Osial,4,0,12/27/17 12:39
Nishit Patel,5,0,12/27/17 12:05
Raikou A,4,0,12/27/17 9:52
Olle Härstedt,4,0,12/27/17 9:28
Nisheeth Taunk,5,0,12/27/17 9:21
5utta R3d,5,0,12/27/17 8:01
A Google user,1,49,12/27/17 7:40
A Google user,1,6,12/27/17 7:17
Amber S,1,5,12/27/17 6:04
Joseph Wojciechowski,3,0,12/27/17 5:53
J Suth,1,3,12/27/17 5:39
Jasmyn Wilson,5,0,12/27/17 4:29
Gail Oesterle,1,7,12/27/17 2:45
R R,4,0,12/27/17 2:06
A Google user,1,4,12/27/17 1:50
Kevin Lin,1,5,12/27/17 1:09
Litha Wibi,1,1,12/27/17 1:09
Leo Rodriguez,2,5,12/27/17 0:06
A Google user,2,3,12/26/17 23:57
A Google user,4,0,12/26/17 22:15
A Google user,1,5,12/26/17 22:02
A Google user,5,0,12/26/17 21:08
Cakes,4,0,12/26/17 20:48
Rodney Reid,2,6,12/26/17 20:29
Soylent Rhys,1,5,12/26/17 19:47
Thomas Lee,1,8,12/26/17 18:41
A Google user,1,1,12/26/17 18:34
A Google user,1,6,12/26/17 16:59
Sara Pottinger,1,13,12/26/17 16:26
Irvin S,1,13,12/26/17 16:13
A Google user,1,11,12/26/17 15:55
A Google user,1,10,12/26/17 15:19
Kimberly Chambers,1,5,12/26/17 15:18
Timberly Eyssen,4,0,12/26/17 15:09
Brian Gentile,2,2,12/26/17 14:53
sxynase 0319,3,0,12/26/17 14:03
Naomi Brown,1,3,12/26/17 10:58
Clayton Gee,1,5,12/26/17 10:41
Niels van der Pas,3,6,12/26/17 10:09
CALI BUTLER,4,0,12/26/17 8:24
Mel Bee,5,0,12/26/17 8:11
Nick Nguyen,3,0,12/26/17 7:59
Steve Mattison,1,3,12/26/17 7:19
Tabatha W,1,5,12/26/17 7:05
Adina Cantor,4,0,12/26/17 6:50
A Google user,3,0,12/26/17 6:04
Vanessa Troutman,3,0,12/26/17 5:40
William Easley,5,0,12/26/17 5:11
Christian Kane Hogsed,4,0,12/26/17 4:47
Josh Tremoglie,5,2,12/26/17 3:47
Joshua Spence,4,0,12/26/17 3:47
AR,1,9,12/26/17 3:26
Patrick Bowman,5,0,12/26/17 2:49
A Google user,1,5,12/26/17 0:59
Huey Scott,3,1,12/25/17 23:49
RUSSIAN B,1,2,12/25/17 23:48
Matt Mullett,1,3,12/25/17 22:55
g j,1,1,12/25/17 22:21
togog ngrokok,1,1,12/25/17 20:59
Bledar P,3,2,12/25/17 20:42
Ernesto Hurtado,1,4,12/25/17 19:35
Demetrius Barnes,5,0,12/25/17 19:33
James Kinsey,1,5,12/25/17 19:08
vs Temp,1,9,12/25/17 18:31
Timothy Smith,5,0,12/25/17 18:21
Artis Vansovičs,2,7,12/25/17 16:17
Cameron Shaw,1,8,12/25/17 14:46
Schalk van Schalkwyk,1,1,12/25/17 11:47
Mercè Badia,2,6,12/25/17 9:29
Tatiana Kuzovleva,1,3,12/25/17 8:37
mary marquez,4,0,12/25/17 8:16
Aadeesh dubey,5,0,12/25/17 7:49
A Google user,5,0,12/25/17 6:20
Swapnesh Chaubal,1,8,12/25/17 5:54
Aaron Dickson,5,0,12/25/17 5:06
A Google user,2,0,12/25/17 4:27
Christopher De Dona,1,37,12/25/17 4:22
Alicia Hopkins,5,0,12/25/17 3:56
Mike Anderson,1,24,12/25/17 2:52
A Google user,5,0,12/25/17 2:49
John Siegwarth,1,1,12/25/17 2:41
Chreshun Adams,5,0,12/25/17 2:36
TajeAna McJunckins,5,0,12/25/17 1:51
Josh Phillips,1,21,12/24/17 23:31
b preston,1,4,12/24/17 22:01
Paul R,3,0,12/24/17 21:08
carlin scott,3,2,12/24/17 20:49
Allyson B,1,2,12/24/17 20:43
Aaron Williams,1,3,12/24/17 19:51
Ben Perea,1,6,12/24/17 19:29
A Google user,1,3,12/24/17 19:28
Nic Gor,1,3,12/24/17 18:57
Richard McCrae,5,0,12/24/17 17:08
David Butler,5,0,12/24/17 16:41
Ashley Loan,1,4,12/24/17 16:37
Arielle Henley,3,2,12/24/17 15:40
Jamie Callaghan,1,7,12/24/17 15:35
Kimberly Fox,1,5,12/24/17 13:20
devon gran,1,4,12/24/17 10:38
jillian hollowell,4,0,12/24/17 9:52
Scott Lord,1,13,12/24/17 9:43
delwar sujon,1,0,12/24/17 9:13
Ludi Human,1,6,12/24/17 9:12
Joe Smich,1,6,12/24/17 8:13
Darius Rabby,1,3,12/24/17 7:33
Cara W,1,7,12/24/17 7:09
Dylan Terry,2,2,12/24/17 6:56
Dave Barr,1,3,12/24/17 6:18
Jeremy tan,3,0,12/24/17 6:17
Tyanni Vanburen,4,0,12/24/17 6:01
Old is Gold,1,2,12/24/17 5:25
Brayden McLean,2,1,12/24/17 5:21
Endar Kens,2,1,12/24/17 5:15
Serena Mack,2,2,12/24/17 5:07
JB Draws,1,8,12/24/17 5:05
Michael Bocash,1,4,12/24/17 4:33
